Price,Adj Close,Close,High,Low,Open,Volume
Ticker,005930.KS,005930.KS,005930.KS,005930.KS,005930.KS,005930.KS
Date,,,,,,
2013-01-02 00:00:00+00:00,24318.66015625,31520.0,31520.0,30540.0,30660.0,11449650
2013-01-03 00:00:00+00:00,23809.44921875,30860.0,31680.0,30860.0,31640.0,14227400
2013-01-04 00:00:00+00:00,23531.705078125,30500.0,30840.0,30200.0,30800.0,12999800
2013-01-07 00:00:00+00:00,23454.546875,30400.0,30560.0,30000.0,30300.0,12610950
2013-01-08 00:00:00+00:00,23145.931640625,30000.0,30340.0,29960.0,30260.0,13822250
2013-01-09 00:00:00+00:00,23145.931640625,30000.0,30260.0,29820.0,30000.0,12659950
2013-01-10 00:00:00+00:00,23608.85546875,30600.0,30680.0,30000.0,30300.0,14663600
2013-01-11 00:00:00+00:00,23655.150390625,30660.0,30960.0,30140.0,30960.0,11913550
2013-01-14 00:00:00+00:00,23948.326171875,31040.0,31040.0,30560.0,30780.0,7999950
2013-01-15 00:00:00+00:00,23331.103515625,30240.0,31200.0,30240.0,31200.0,10727150
2013-01-16 00:00:00+00:00,23022.490234375,29840.0,30520.0,29660.0,30280.0,16221000
2013-01-17 00:00:00+00:00,22667.580078125,29380.0,30040.0,29000.0,30040.0,20236700
2013-01-18 00:00:00+00:00,22837.318359375,29600.0,29740.0,29100.0,29600.0,12516600
2013-01-21 00:00:00+00:00,22436.125,29080.0,29500.0,28960.0,29280.0,14519650
2013-01-22 00:00:00+00:00,22837.318359375,29600.0,29740.0,28900.0,28900.0,11947400
2013-01-23 00:00:00+00:00,22729.3046875,29460.0,30040.0,29460.0,30000.0,9293550
2013-01-24 00:00:00+00:00,22420.693359375,29060.0,29380.0,28820.0,29360.0,15999050
2013-01-25 00:00:00+00:00,21865.1875,28340.0,29220.0,28100.0,29200.0,21795250
2013-01-28 00:00:00+00:00,21170.8125,27440.0,28020.0,27420.0,27920.0,30852150
2013-01-29 00:00:00+00:00,21741.744140625,28180.0,28360.0,27600.0,27800.0,21616550
2013-01-30 00:00:00+00:00,22220.09765625,28800.0,28800.0,28240.0,28520.0,16170100
2013-01-31 00:00:00+00:00,22343.546875,28960.0,28960.0,28440.0,28600.0,16052800
2013-02-01 00:00:00+00:00,22235.525390625,28820.0,29200.0,28440.0,29200.0,11576200
